4,73,0.77631857207
4,74,0.77631857207
4,78,0.77631857207
4,81,0.77631857207
4,84,0.77631857207
4,86,0.77631857207
4,95,0.763558126794
17,73,0.77631857207
17,74,0.77631857207
17,78,0.77631857207
17,81,0.77631857207
17,84,0.77631857207
17,86,0.77631857207
17,95,0.763558126794
50,73,0.77631857207
50,74,0.77631857207
50,78,0.77631857207
50,81,0.77631857207
50,84,0.77631857207
50,86,0.77631857207
50,95,0.763558126794
68,73,0.77631857207
68,74,0.77631857207
68,78,0.77631857207
68,81,0.77631857207
68,84,0.77631857207
68,86,0.77631857207
68,95,0.763558126794
73,75,0.77631857207
73,87,0.77631857207
73,90,0.77631857207
73,93,0.77631857207
73,95,0.976445426442
73,97,0.77631857207
74,75,0.77631857207
74,87,0.77631857207
74,90,0.77631857207
74,93,0.77631857207
74,95,0.976445426442
74,97,0.77631857207
75,78,0.77631857207
75,81,0.77631857207
75,84,0.77631857207
75,86,0.77631857207
75,95,0.763558126794
78,87,0.77631857207
78,90,0.77631857207
78,93,0.77631857207
78,95,0.976445426442
78,97,0.77631857207
81,87,0.77631857207
81,90,0.77631857207
81,93,0.77631857207
81,95,0.976445426442
81,97,0.77631857207
84,87,0.77631857207
84,90,0.77631857207
84,93,0.77631857207
84,95,0.976445426442
84,97,0.77631857207
86,87,0.77631857207
86,90,0.77631857207
86,93,0.77631857207
86,95,0.976445426442
86,97,0.77631857207
87,95,0.763558126794
90,95,0.763558126794
93,95,0.763558126794
95,97,0.763558126794
1,5,0.518314508149
1,14,0.733271694716
1,18,0.44265282252
1,20,0.733271694716
1,31,0.733271694716
1,32,0.531218705096
1,35,0.584590332615
1,37,0.357365376381
1,42,0.357365376381
1,48,0.357365376381
1,55,0.357365376381
1,62,0.733271694716
1,67,0.584590332615
1,76,0.44265282252
1,79,0.584590332615
1,80,0.584590332615
1,92,0.44265282252
2,3,0.422736638127
2,6,0.504598289989
2,7,0.658274790247
2,9,0.504598289989
2,10,0.504598289989
2,13,0.504598289989
2,16,0.581279690872
2,22,0.700543454384
2,25,0.504598289989
2,27,0.422736638127
2,28,0.581279690872
2,33,0.658274790247
2,34,0.658274790247
2,36,0.504598289989
2,39,0.422736638127
2,41,0.296993992706
2,44,0.493730890119
2,45,0.296993992706
2,47,0.504598289989
2,49,0.504598289989
2,52,0.658274790247
2,54,0.658274790247
2,59,0.422736638127
2,60,0.296993992706
2,61,0.658274790247
2,64,0.658274790247
2,69,0.658274790247
2,71,0.658274790247
2,82,0.504598289989
2,85,0.422736638127
2,94,0.422736638127
2,96,0.504598289989
2,98,0.504598289989
2,100,0.422736638127
3,5,0.534303661161
3,7,0.642188709624
3,16,0.746693196766
3,22,0.603440993533
3,28,0.746693196766
3,32,0.443248166386
3,33,0.642188709624
3,34,0.642188709624
3,44,0.481665723684
3,52,0.642188709624
3,54,0.642188709624
3,61,0.642188709624
3,64,0.642188709624
3,69,0.642188709624
3,71,0.642188709624
3,83,0.650666091317
4,22,0.286826743732
4,24,0.317676774014
4,26,0.317676774014
4,57,0.317676774014
4,63,0.317676774014
4,65,0.317676774014
4,73,0.77631857207
4,74,0.77631857207
4,78,0.77631857207
4,81,0.77631857207
4,84,0.77631857207
4,86,0.77631857207
4,95,0.763558126794
4,99,0.317676774014
5,7,0.343123778709
5,16,0.599281613084
5,21,0.518314508149
5,22,0.32242073214
5,27,0.534303661161
5,28,0.599281613084
5,29,0.518314508149
5,32,0.969137725082
5,33,0.343123778709
5,34,0.343123778709
5,35,0.301157786913
5,37,0.492644062511
5,39,0.534303661161
5,40,0.518314508149
5,42,0.492644062511
5,44,0.476144061682
5,48,0.492644062511
5,51,0.518314508149
5,52,0.343123778709
5,53,0.518314508149
5,54,0.343123778709
5,55,0.492644062511
5,59,0.534303661161
5,61,0.343123778709
5,64,0.343123778709
5,67,0.301157786913
5,69,0.343123778709
5,71,0.343123778709
